number,title,url,pages,summary,characters
93,The Great Barrier,https://frieren.fandom.com/wiki/Chapter_93,18,"A dejected Macht sits inside the destroyed Fortress City of Weise and laments his failure to feel new emotions. Before he can proceed to leave the city, however, Serie appears behind him and demands he return the city back to normal or be killed. It turns out that Macht cannot return the city back to normal, which Serie takes note of and concludes it is because Macht is a monster who cannot understand humankind and thus cannot construct a visualization of himself returning people back from gold. Enraged at her provocation, Macht attempts to use his magic on her, but it is reflected back onto his own body, making the demon take a step back. 
When asked about her identity, Serie introduces herself as a Great Mage who has lived for so long that even the demons have forgotten the fear she brought. Macht, realizing that the enemy is different than everyone else he has fought, dispells the curse applied on himself and engages in battle. They fight for a while, where Serie effectively neutralizes all of Macht's attacks, taunting the demon in the meantime to his chagrin. In the midst of their confrontation, Lernen and another first-class mage intervene, temporarily containing Macht in a magic prison. Lernen appeals to Serie to leave the demon alive until they can find a method to return Weise back to normal. He proposes that the first-class mages will seal Macht inside a barrier until a solution can be found, and Serie accedes to his proposal after he persists in asking her, and Macht is thus sealed inside the Fortress City of Weise.
Macht's memories conclude as Frieren and Denken finish the initial analysis of his memories. Frieren continues to analyze the memories in more depth. Due to the process taking up too much of her mana, Frieren cannot move afterwards and relies on Fern for help. At the same time, Solitär shows up at the Great Barrier of the Golden Land and begins to break it down.","[{""name"": ""Macht"", ""type"": ""Memory""}, {""name"": ""Serie"", ""type"": ""Memory""}, {""name"": ""Apprentice with barrier magic"", ""type"": ""Memory Debut"", ""link"": ""List of Characters/Minor#The Golden Land Arc""}, {""name"": ""Lernen"", ""type"": ""Memory""}, {""name"": ""Serie's apprentices that sealed Macht"", ""type"": ""Memory"", ""link"": ""List of Characters/Minor#The Golden Land Arc""}, {""name"": ""Denken""}, {""name"": ""Frieren""}, {""name"": ""Fern""}, {""name"": ""Stark""}, {""name"": ""Solitär""}]"
94,Analysis,https://frieren.fandom.com/wiki/Chapter_94,18,"Right after the events of the previous chapter, Fern shares with the rest information about the mana she had briefly detected. Denken is skeptical of its accuracy due to the effect of the Golden Land, but shows caution and proposes they stay vigilant. They discuss the detailed analysis of Macht's memories which Frieren is carrying out and predicts that it will take two months to complete. Since the keeper's house does not have a bed, they decide to move and stay at the nearest settlement until the analysis is concluded.
At the meantime, Macht appears at the edge of the Great Barrier to meet Solitär, who has come and is deciphering the Great Barrier of the Golden Land. Solitär makes conversation with Macht, even though the latter cannot hear her voice, telling him to be wary of Frieren and that she is one of the few people capable of defeating him. She tells Macht that she has come to witness the conclusion of his experiment to coexist with humans and will assist him by breaking the Great Barrier of the Golden Land, informing him that the process will take roughly two months. She finishes the analysis and breaks down the Great Barrier at the end, right before Frieren is able to finish her analysis of Macht's memories.","[{""name"": ""Denken""}, {""name"": ""Fern""}, {""name"": ""Frieren""}, {""name"": ""Stark""}, {""name"": ""Solitär""}, {""name"": ""Macht""}]"
95,Nameless Greater Demon,https://frieren.fandom.com/wiki/Chapter_95,18,"After the barrier is broken in the previous chapter, Fern senses a demon with mana as powerful as that of Macht. That demon, Solitär, approaches an indifferent Macht and offers to assist him with his experiment. Denken decides to evacuate the people in the settlement, including Frieren, who is still asleep analyzing the memories of Macht, while Fern and Stark stay behind to hold the demon back. When Solitär encounters them, she introduces herself as a Greater Demon, to which Fern expresses grave concern since Frieren has never told her about that name. As the two sides engage in combat, Solitär keeps asking questions to both Fern and Stark, who are greatly injured by her attacks.","[{""name"": ""Fern""}, {""name"": ""Stark""}, {""name"": ""Denken""}, {""name"": ""Solitär""}, {""name"": ""Macht""}, {""name"": ""Evacuating villagers"", ""type"": ""Debut"", ""link"": ""List of Characters/Minor#The Golden Land Arc""}, {""name"": ""Frieren""}, {""name"": ""Rivale"", ""type"": ""Mentioned""}, {""name"": ""Tot"", ""type"": ""Mentioned""}]"
96,Master and Apprentice,https://frieren.fandom.com/wiki/Chapter_96,18,"After Stark and Fern stayed behind to confront Solitär, Denken also chooses to stay behind, urging the evacuating villagers to escort Frieren to the Empire for safety. Soon after, Denken confronts Macht, who reveals his intent to eliminate all who know of him, allowing him to start anew elsewhere. Determined to neutralize a threat to humanity, Denken resolves to stop him. Their battle mirrors their past training sessions, with Macht acknowledging Denken’s significant improvement in technique. As Macht attempts to end the fight with Diagoldze, he unexpectedly begins transmuting into gold due to Denken's Curse Reversal Magic, a spell granted by Serie. Knowing Macht can undo the transformation, Denken stays vigilant as Macht begins restoring himself, ready for the fight to resume.","[{""name"": ""Evacuating villagers"", ""link"": ""List of Characters/Minor#The Golden Land Arc""}, {""name"": ""Denken""}, {""name"": ""Frieren""}, {""name"": ""Macht""}, {""name"": ""Lektüre"", ""type"": ""Flashback""}, {""name"": ""Lager"", ""type"": ""Cameo""}, {""name"": ""Neu"", ""type"": ""Cameo""}, {""name"": ""Kanone"", ""type"": ""Cameo""}, {""name"": ""Weg"", ""type"": ""Cameo""}, {""name"": ""Grau"", ""type"": ""Cameo""}, {""name"": ""Solitär"", ""type"": ""Mentioned""}, {""name"": ""Serie"", ""type"": ""Flashback""}, {""name"": ""Lernen"", ""type"": ""Flashback""}, {""name"": ""Sense"", ""type"": ""Flashback""}]"
97,Observation,https://frieren.fandom.com/wiki/Chapter_97,24,,"[{""name"": ""Fern""}, {""name"": ""Solitär""}, {""name"": ""Stark""}, {""name"": ""Macht""}, {""name"": ""Denken""}, {""name"": ""Frieren""}, {""name"": ""Evacuating villagers"", ""link"": ""List of Characters/Minor#The Golden Land Arc""}, {""name"": ""Aura"", ""type"": ""Imagined""}, {""name"": ""Himmel"", ""type"": ""Flashback""}, {""name"": ""Heiter"", ""type"": ""Flashback""}, {""name"": ""Eisen"", ""type"": ""Flashback""}, {""name"": ""Böse"", ""type"": ""Mentioned""}]"
98,Retribution,https://frieren.fandom.com/wiki/Chapter_98,18,"After Denken is turned to gold, he is awoken by his wife, Lektüre, in a dream. Despite being convinced of his defeat, Lektüre reminds him that the Denken she knows has never given up in his many training fights against Macht. Denken is reminded of the one time he managed to injure Macht, before he is awoken by Frieren nullifying Diagoldze's effect on him. Denken and Frieren then go to confront Macht and Solitär. Frieren tells Macht that his plan for coexistence is doomed to fail, before telling him that it is time for retribution. However, Denken interrupts Frieren and asks that she leave the fight with Macht to him instead, leaving Frieren to fight against an exuberant Solitär.","[{""name"": ""Lektüre"", ""type"": ""Dream""}, {""name"": ""Denken""}, {""name"": ""Macht""}, {""name"": ""Frieren""}, {""name"": ""Solitär""}, {""name"": ""Serie"", ""type"": ""Flashback""}, {""name"": ""Demon King"", ""type"": ""Mentioned""}, {""name"": ""Glück"", ""type"": ""Flashback""}]"
99,Offense and Defense,https://frieren.fandom.com/wiki/Chapter_99,18,,"[{""name"": ""Solitär""}, {""name"": ""Frieren""}, {""name"": ""Denken"", ""type"": ""Flashback""}, {""name"": ""Aura"", ""type"": ""Mentioned""}, {""name"": ""Macht"", ""type"": ""Mentioned""}, {""name"": ""Fern"", ""type"": ""Mentioned""}]"
100,The Fundamentals of Mages,https://frieren.fandom.com/wiki/Chapter_100,19,,"[{""name"": ""Frieren""}, {""name"": ""Solitär""}, {""name"": ""Denken""}, {""name"": ""Macht""}, {""name"": ""Fern"", ""type"": ""Flashback""}, {""name"": ""Richter"", ""type"": ""Flashback""}, {""name"": ""Laufen"", ""type"": ""Flashback""}]"
101,Breakthrough,https://frieren.fandom.com/wiki/Chapter_101,18,,"[{""name"": ""Denken""}, {""name"": ""Macht""}, {""name"": ""Frieren""}, {""name"": ""Solitär""}, {""name"": ""Qual"", ""type"": ""Flashback""}, {""name"": ""Fern"", ""type"": ""Flashback""}, {""name"": ""Himmel"", ""type"": ""Mentioned""}]"
102,A Draw,https://frieren.fandom.com/wiki/Chapter_102,18,,"[{""name"": ""Macht""}, {""name"": ""Denken""}, {""name"": ""Glück"", ""type"": ""Flashback""}, {""name"": ""Frieren""}, {""name"": ""Solitär""}, {""name"": ""Fern""}, {""name"": ""Stark""}, {""name"": ""Himmel"", ""type"": ""Flashback""}, {""name"": ""Böse"", ""type"": ""Flashback""}, {""name"": ""Eisen"", ""type"": ""Flashback""}, {""name"": ""Heiter"", ""type"": ""Flashback""}]"
103,Time for Retribution,https://frieren.fandom.com/wiki/Chapter_103,18,"Right after Denken fires a condensed Zoltraak spell at Macht, he collapses, and Macht leaves heavily injured, intending to regroup. While he walks through the alleyway, bleeding, he notices that Solitär is dead. Macht recalls his conversation with Solitär just a few hours prior. She had told him that no matter how eccentric his beliefs were, he was still a demon in the end. Macht begins to feel embarrassed that he still fears death, just like other demons. Macht had previously believed that he would accept death if he was able to feel the emotions he was looking for, but as his mana is flowing away, he is ashamed that he is attempting to flee. At this thought, Macht smiles, and wonders where he is exactly fleeing to, as he will not survive either way. 
Macht approaches Glück, who is still standing where he was turned into a statue before, and Macht kneels in front of him. The two smoke together, and Macht regrets that he was unable to understand the emotions he was looking for. Glück apologies for being unable to fulfill his promise to follow Macht to the depths of hell until Macht was successful. Denken appears, stumbling towards Macht, and Macht threatens to hold Glück hostage. Glück tells Macht that he is truly beyond help, and asks Denken to put Macht out of his misery. Denken fires a spell, killing Macht, and city guards rush over. Glück stands over Macht’s disappearing mana, calling him a friend, and stating that he enjoyed the time they spent together.","[{""name"": ""Denken""}, {""name"": ""Macht""}, {""name"": ""Shocked Weise's citizen"", ""type"": ""Debut"", ""link"": ""List of Characters/Minor#The Golden Land Arc""}, {""name"": ""Solitär"", ""type"": ""Flashback""}, {""name"": ""Demon King"", ""type"": ""Mentioned""}, {""name"": ""Schlacht"", ""type"": ""Mentioned""}, {""name"": ""Glück""}, {""name"": ""Weise guardsmen"", ""type"": ""Debut"", ""link"": ""List of Characters/Minor#The Golden Land Arc""}]"
104,A Visit to Her Grave,https://frieren.fandom.com/wiki/Chapter_104,18,,"[{""name"": ""Denken""}, {""name"": ""Church Father in Weise"", ""type"": ""Debut"", ""link"": ""List of Characters/Minor#The Golden Land Arc""}, {""name"": ""Glück""}, {""name"": ""Stark""}, {""name"": ""Fern""}, {""name"": ""Frieren""}, {""name"": ""Nobles of Weise"", ""type"": ""Mentioned"", ""link"": ""List of Characters/Minor#The Golden Land Arc""}, {""name"": ""Glück's son"", ""type"": ""Flashback"", ""link"": ""List of Characters/Minor#The Golden Land Arc""}, {""name"": ""Macht"", ""type"": ""Flashback""}, {""name"": ""Lektüre"", ""type"": ""Flashback""}, {""name"": ""Weise guardsmen"", ""type"": ""Appear"", ""link"": ""List of Characters/Minor#The Golden Land Arc""}]"
105,Golem,https://frieren.fandom.com/wiki/Chapter_105,,,"[{""name"": ""Stark""}, {""name"": ""Frieren""}, {""name"": ""Fern""}, {""name"": ""Ernst Region Innkeeper"", ""link"": ""List of Characters/Minor#Unnamed Characters""}, {""name"": ""Flamme"", ""type"": ""Flashback""}]"
106,Sky-Mountain Dragon,https://frieren.fandom.com/wiki/Chapter_106,,,"[{""name"": ""Stark""}, {""name"": ""Fern""}, {""name"": ""Frieren""}, {""name"": ""Wissen Mountain Herbalist"", ""link"": ""List of Characters/Minor#Unnamed Characters""}, {""name"": ""Himmel"", ""type"": ""Flashback""}, {""name"": ""Heiter"", ""type"": ""Flashback""}, {""name"": ""Eisen"", ""type"": ""Flashback""}]"
107,The Monument of the Goddess,https://frieren.fandom.com/wiki/Chapter_107,18,"Thirty-one years after the death of Himmel the Hero, Frieren's Party is in the Kino Pass. There is a three week wait at the border to cross into the Empire, so while they wait, Frieren decides to revisit the Monument of the Goddess that she visited with the Hero Party. However, when she touches the ruins of the monument, she is transported to fifty-three years before the death of Himmel the Hero, seven years after the heroes' departure.","[{""name"": ""Frieren""}, {""name"": ""Border checkpoint guardsman"", ""type"": ""Debut"", ""link"": ""List of Characters/Minor#Goddess's Monument Arc""}, {""name"": ""Stark""}, {""name"": ""Fern""}, {""name"": ""Macht"", ""type"": ""Mentioned""}, {""name"": ""Goddess of Creation"", ""type"": ""Imagined""}, {""name"": ""Demon King"", ""type"": ""Mentioned""}, {""name"": ""Himmel""}, {""name"": ""Heiter""}, {""name"": ""Eisen""}]"
108,Reunion,https://frieren.fandom.com/wiki/Chapter_108,16,"Fifty-three years before the death of Himmel the Hero, the Hero Party is in the Kino Pass. The Hero Party trek back from the monument to the main road, only to find a slain unit of imperial soldiers. They are suddenly accosted by Zart the Remnant, a demon who has sensed Frieren's space-time meddling. Himmel engages in battle with Zart, but he manages to slip behind the front lines and casts his teleportation spell on Fireren, sending her high into the sky in an era where she cannot use her flight magic freely.","[{""name"": ""Frieren""}, {""name"": ""Fern""}, {""name"": ""Stark""}, {""name"": ""Eisen""}, {""name"": ""Heiter""}, {""name"": ""Himmel""}, {""name"": ""Zart"", ""type"": ""Debut""}, {""name"": ""Grausam"", ""type"": ""Mentioned""}, {""name"": ""Flamme"", ""type"": ""Mentioned""}, {""name"": ""Demon King"", ""type"": ""Mentioned""}]"
109,Zart the Remnant,https://frieren.fandom.com/wiki/Chapter_109,18,"Right after the events of the previous chapter, Frieren manages to land without using flight magic. With her support, the Hero Party back Zart against a cliff. Zart touches the cliff and teleports a chunk of mountain above the Hero Party, who all trust that Frieren is holding back a spell to get them out of their pinch. Frieren releases her mana and destroys the mountain, before using flight magic and Zoltraak to defeat Zart and revealing to her party that she is capable of feats beyond their era.","[{""name"": ""Himmel""}, {""name"": ""Frieren""}, {""name"": ""Zart""}, {""name"": ""Eisen""}, {""name"": ""Heiter""}, {""name"": ""Grausam"", ""type"": ""Mentioned""}]"
110,The Party of Heroes,https://frieren.fandom.com/wiki/Chapter_110,16,"After Frieren defeats Zart, she tells the Hero Party that she is from the future. The party then decide to gather information to return Frieren to the future. They head to a town with the Mages' Guild and a Church but are unsuccessful in finding anything. Frieren apologizes for the trouble and is reminded that Himmel is a detour fanatic; they are hired by a merchant as bodyguards later that night while gathering information in the tavern.","[{""name"": ""Frieren""}, {""name"": ""Himmel""}, {""name"": ""Eisen""}, {""name"": ""Heiter""}, {""name"": ""Demon King"", ""type"": ""Mentioned""}, {""name"": ""Hero of the South"", ""type"": ""Mentioned""}]"
111,Escort Mission,https://frieren.fandom.com/wiki/Chapter_111,18,"The next day, the Hero Party escort a merchant to a nearby village. They are attacked by humanoid wolf monsters that use human tactics on the way, and the Hero Party all display their teamwork and the unique roles that they play in the team, such as Eisen with his monstrous durability. After escorting the merchant, they then continue onward in Kino Pass looking for information about the Monument of the Goddess.","[{""name"": ""Heiter""}, {""name"": ""Frieren""}, {""name"": ""Himmel""}, {""name"": ""Eisen""}, {""name"": ""Fern"", ""type"": ""Flashback""}, {""name"": ""Stark"", ""type"": ""Flashback""}]"
112,Faith,https://frieren.fandom.com/wiki/Chapter_112,16,"After escorting the merchant, the Hero Party continue seeking out information about the Monument of the Goddess. After another village proves to be a dead end, the party decides to try seeking out written records in a monastery. They travel to a monastery perched on a sheer drop-off. During one of rest stops, while Himmel and Eisen exclaim over the cliffs they are about to scale, Heiter tells Frieren about his and Himmel's shared childhood. Heiter tells Frieren that though he is a contrary person, he has decided to believe in Himmel the Hero. They then make it to the monastery, only for the monastery to be a dead end as well.","[{""name"": ""Frieren""}, {""name"": ""Heiter""}, {""name"": ""Himmel""}, {""name"": ""Eisen""}, {""name"": ""Goddess of Creation"", ""type"": ""Mentioned""}, {""name"": ""Demon King"", ""type"": ""Mentioned""}]"
113,Abyssal Dragon,https://frieren.fandom.com/wiki/Chapter_113,19,"After the monastery is a dead end, the Hero Party decide to focus on folktales and oral traditions from older settlements instead. The Hero Party then travel to another village where they learn from the barkeep of the ruins of a Unified Empire city that contain a cathedral. The party then defeat an Abyssal Dragon together in order to access the cathedral ruins.","[{""name"": ""Himmel""}, {""name"": ""Frieren""}, {""name"": ""Heiter""}, {""name"": ""Eisen""}, {""name"": ""Monastery abbot"", ""type"": ""Debut"", ""link"": ""List of Characters/Minor#Goddess's Monument Arc""}, {""name"": ""Northern Plateau villager"", ""type"": ""Debut"", ""link"": ""List of Characters/Minor#Goddess's Monument Arc""}]"
114,The Sword of the Hero,https://frieren.fandom.com/wiki/Chapter_114,18,"Right after the events of the previous chapter, after defeating the Abyssal Dragon, the Hero Party searches the abandoned village but finds no clues. They continue their search and arrive in a newly settled village, where a villager directs them to a dwarven blacksmith named Kiesel. Kiesel states that his old village used to have some books on the Goddess's Monuments, and he'll tell them the location if he can take a closer look at the Sword of the Hero. Himmel allows him to, and readily admits that the sword is fake. Kiesel reveals that he is te one who created this forgery. He thanks Himmel for bringing the sword's replica back to him and offers to give him a new sword worthy of the Hero free of charge, but Himmel tells him that the sword is now his partner in arms, and he will wield it until the world is at peace. Kiesel, seeing his determination, sharpens the sword instead. He then directs them to his old village, which has become a den of monsters.","[{""name"": ""Eisen""}, {""name"": ""Himmel""}, {""name"": ""Heiter""}, {""name"": ""Frieren""}, {""name"": ""Kiesel"", ""type"": ""Debut"", ""link"": ""List of Characters/Minor#Named Characters""}, {""name"": ""Aura"", ""type"": ""Flashback""}, {""name"": ""Böse"", ""type"": ""Flashback""}, {""name"": ""Goddess of Creation"", ""type"": ""Mentioned""}, {""name"": ""Demon King"", ""type"": ""Mentioned""}]"
115,Best Friend,https://frieren.fandom.com/wiki/Chapter_115,19,,"[{""name"": ""Himmel""}, {""name"": ""Frieren""}, {""name"": ""Heiter""}, {""name"": ""Eisen""}]"
116,Spell to Return,https://frieren.fandom.com/wiki/Chapter_116,18,"Right after the events of the previous chapter, Frieren reads through the book discussing the Goddess's Monument, and figures out that the spell to return can be found in the ""Time-Traveling Bird"" chapter of the scripture, which no spells have ever been deciphered from. Eisen proposes waiting out the time, but Frieren says that she wishes to return to the present. Himmel declares that the rest of the Hero Party will decipher the spell after they defeat the Demon King, and carve it onto the Goddess's Monument for future Frieren to read. The party then begins to trek back to the monument so Frieren can cast the spell to return. Meanwhile, Solitär, Grausam, Rivale, and Tot gather by the monument and prepare to try to kill Frieren.","[{""name"": ""Fern"", ""type"": ""Chapter Cover""}, {""name"": ""Stark"", ""type"": ""Chapter Cover""}, {""name"": ""Himmel""}, {""name"": ""Frieren""}, {""name"": ""Heiter""}, {""name"": ""Eisen""}, {""name"": ""Solitär""}, {""name"": ""Goddess of Creation"", ""type"": ""Mentioned""}, {""name"": ""Grausam""}, {""name"": ""Rivale"", ""type"": ""Debut""}, {""name"": ""Tot"", ""type"": ""Debut""}]"
117,Miraculous Illusion,https://frieren.fandom.com/wiki/Chapter_117,20,,"[{""name"": ""Tot""}, {""name"": ""Rivale""}, {""name"": ""Grausam""}, {""name"": ""Solitär""}, {""name"": ""Zart"", ""type"": ""Imagined""}, {""name"": ""Demon King"", ""type"": ""Mentioned""}, {""name"": ""Schlacht"", ""type"": ""Imagined""}, {""name"": ""Heiter""}, {""name"": ""Frieren""}, {""name"": ""Eisen""}, {""name"": ""Himmel""}]"
118,Vialathor,https://frieren.fandom.com/wiki/Chapter_118,22,,"[{""name"": ""Grausam""}, {""name"": ""Himmel""}, {""name"": ""Frieren""}, {""name"": ""Heiter""}, {""name"": ""Rivale""}, {""name"": ""Eisen""}, {""name"": ""Solitär""}, {""name"": ""Lord Norm"", ""type"": ""Dream"", ""link"": ""List of Characters/Minor#Named Characters""}, {""name"": ""Voll"", ""type"": ""Dream""}]"
119,Memories,https://frieren.fandom.com/wiki/Chapter_119,,,"[{""name"": ""Eisen"", ""type"": ""Chapter Cover""}, {""name"": ""Heiter"", ""type"": ""Chapter Cover""}, {""name"": ""Fern""}, {""name"": ""Stark""}, {""name"": ""Frieren""}, {""name"": ""Unnamed Warrior"", ""link"": ""List of Characters/Minor#Unnamed Characters""}, {""name"": ""Unnamed Warrior'S Grandfather"", ""type"": ""Mentioned"", ""link"": ""List of Characters/Minor#Unnamed Characters""}, {""name"": ""Himmel"", ""type"": ""Flashback""}, {""name"": ""Border checkpoint guardsman"", ""type"": ""Appear"", ""link"": ""List of Characters/Minor#Goddess's Monument Arc""}]"
120,False Image of a Hero,https://frieren.fandom.com/wiki/Chapter_120,18,"Thirty-one years after the Hero Himmel's passing, Frieren's Party are in Bohne Village. They have arrived at the village just in time for the Liberation Festival, which is celebrated in Imperial Territory on the anniversary of the Demon King's defeat every year. Frieren, Stark, and Fern decide to join in on the festivities. Frieren decides to go touch the statue of the Hero Himmel, as according to tradition doing so brings good luck, but the party discovers that the design of the statue of Himmel looks very different from all the others they have seen. While it doesn't sit right with Stark, Frieren tells him to leave it be as the villagers have faith in the false image of Himmel they have created and the statue wasn't created with malicious intent. Later, Frieren recalls how shortly after the Hero Party defeated the Demon King, embellished stories had already begun to spread, such as the story of a ten-meter serpent that the Hero Party killed becoming a one hundred meter serpent. Though Frieren was upset, Himmel reassures her that even if the exact story is forgotten, their feats will never change. In the present day, Frieren agrees with Himmel's previous words, as even though the story has changed people are still celebrating the world that Himmel saved. The next day, Frieren's Party depart and continue traveling north while Stark brings up the story of Himmel cutting a thousand-meter serpent in half that he heard in town.","[{""name"": ""Frieren""}, {""name"": ""Fern""}, {""name"": ""Stark""}, {""name"": ""Bohne villager"", ""type"": ""Debut"", ""link"": ""List of Characters/Minor#Imperial Territory Travels Arc""}, {""name"": ""Himmel"", ""type"": ""Flashback""}, {""name"": ""Heiter"", ""type"": ""Flashback""}, {""name"": ""Eisen"", ""type"": ""Flashback""}, {""name"": ""Story telling elder man"", ""type"": ""Debut"", ""link"": ""List of Characters/Minor#Imperial Territory Travels Arc""}]"
121,Monsters on the Road,https://frieren.fandom.com/wiki/Chapter_121,18,,"[{""name"": ""Frieren""}, {""name"": ""Fern""}, {""name"": ""Stark""}, {""name"": ""Farbe Region villager"", ""type"": ""Debut"", ""link"": ""List of Characters/Minor#Imperial Territory Travels Arc""}, {""name"": ""Slain imperial patrol"", ""type"": ""Debut"", ""link"": ""List of Characters/Minor#Imperial Territory Travels Arc""}, {""name"": ""Flamme"", ""type"": ""Flashback""}]"
122,The Titan Fortress Ruins,https://frieren.fandom.com/wiki/Chapter_122,18,"Thirty-one years after the death of the Hero Himmel, Frieren's Party come across the Titan Fortress Ruins. Frieren tells them that the ruler of the lands around the fortress was once the Armée family, a warrior family unlike a typical noble family. In times of conflict, nobles did not need grace, as military might was enough to give them authority, but it seems the Armée family has not been able to withstand time's flow. They then come across Count Armée, who is wrestling with monsters in the wilderness. He asks them to help him recover the hidden treasures in a secret chamber under the fortress and offers the spell to keep your body nice and warm as a reward. They then fight through the hordes of monsters that have taken over the fortress. They encounter a particularly strong monster, and Count Armée tells the party to flee and not risk their lives over a trivial spell, but Frieren tells him that it isn't trivial to her. In a flashback, Frieren asks an old Flamme why humans bother to study magic. Flamme tells her that though she may not be able to reach the pinnacle of magic, she will leave a gift for the world - more spells than Frieren could ever learn, even if she spent her whole life trying. After defeating the monster, Frieren tests the spell on Stark. The party then continue their travels.","[{""name"": ""Frieren""}, {""name"": ""Fern""}, {""name"": ""Stark""}, {""name"": ""Armée"", ""type"": ""Debut"", ""link"": ""List of Characters/Minor#Named Characters""}, {""name"": ""Flamme"", ""type"": ""Flashback""}]"
123,Proof of Perseverance,https://frieren.fandom.com/wiki/Chapter_123,18,"Thirty-one years after the death of the Hero Himmel, Frieren's Party stop in a town in the Hören Region. It is Stark's birthday. Stark leaves to get his axe sharpened, and Fern follows, hoping to catch him alone to give him his present. However, it takes her the better part of the day, as Stark spends the day opening up villagers' hearts and helping others. Fern is finally able to give Stark his gift, a pair of new leather gloves, late in the evening. Stark wonders if he looked shabby in his worn out pair, but Fern states that it is a proof of his perseverance and all the effort he has put in so far. Stark recalls telling Eisen the same, that his mantle was evidence of his master's efforts, and in the present day resolves to train even harder. Fern tells him he already works hard enough, and the pair return to the inn where Frieren has made Stark hamburger steaks.","[{""name"": ""Frieren""}, {""name"": ""Fern""}, {""name"": ""Stark""}, {""name"": ""Hören Region citizen"", ""type"": ""Debut"", ""link"": ""List of Characters/Minor#Imperial Territory Travels Arc""}, {""name"": ""Hören Region granny"", ""type"": ""Debut"", ""link"": ""List of Characters/Minor#Imperial Territory Travels Arc""}, {""name"": ""Hören Region kid"", ""type"": ""Debut"", ""link"": ""List of Characters/Minor#Imperial Territory Travels Arc""}, {""name"": ""Hören Region armorer"", ""type"": ""Debut"", ""link"": ""List of Characters/Minor#Imperial Territory Travels Arc""}, {""name"": ""Hören Region tradesmen"", ""type"": ""Debut"", ""link"": ""List of Characters/Minor#Imperial Territory Travels Arc""}, {""name"": ""Hören Region weapons master"", ""type"": ""Debut"", ""link"": ""List of Characters/Minor#Imperial Territory Travels Arc""}, {""name"": ""Eisen"", ""type"": ""Flashback""}, {""name"": ""Heiter"", ""type"": ""Flashback""}, {""name"": ""Himmel"", ""type"": ""Flashback""}]"
124,Shadow Warrior,https://frieren.fandom.com/wiki/Chapter_124,18,"Thirty-one years after the death of the Hero Himmel, Frieren's Party trek through a mountain pass to reach a village in the Aufgabe Federation. They are informed that not many adventurers have stopped in the village since the big main road to the Imperial Capital was built thirty years ago. The mayor of the village, an elderly and beloved man by the name of Radaal, welcomes them to the village and asks them to share stories of their adventures with the other villagers. Frieren shakes his hand and begins to feel suspicious, as he has the hands of a warrior in active service. Meanwhile, Frieren's Party share stories with the village while Radaal helps with small tasks around the village. Radaal sits down with his wife later and she tells him he missed out on hearing the adventurers' stories. They briefly reminisce about their lives together, before Radaal says something uncharacteristically kind. She asks him what's wrong, but he tells her it's nothing and he has one more task he needs to complete. That night, Frieren asks Stark to take first watch outside their accommodations. She explains why Radaal makes her feel uneasy, despite the kind things the villagers have said about him. Radaal recalls his top secret mission, given to him when he was young, to kill everyone on a list before they can reach the Imperial Capital. The mission only ends once everyone on the list is dead. Frieren is the last of the list. Radaal then approaches the cabin the party are staying at, where he confronts Stark outside. Though Stark attempts to talk Radaal down, he knocks Stark out with a single blow and prepares to head inside to kill Frieren.","[{""name"": ""Radaal"", ""type"": ""Debut""}, {""name"": ""Radaal's wife"", ""type"": ""Debut"", ""link"": ""List of Characters/Minor#Imperial Territory Travels Arc""}, {""name"": ""Frieren""}, {""name"": ""Fern""}, {""name"": ""Stark""}, {""name"": ""Aufgabe Federation villager"", ""type"": ""Debut"", ""link"": ""List of Characters/Minor#Imperial Territory Travels Arc""}, {""name"": ""Aufgabe Federation dad and daughter"", ""type"": ""Debut"", ""link"": ""List of Characters/Minor#Imperial Territory Travels Arc""}, {""name"": ""Aufgabe Federation kids"", ""type"": ""Debut"", ""link"": ""List of Characters/Minor#Imperial Territory Travels Arc""}, {""name"": ""Shadow Warriors Commanding officer"", ""type"": ""Flashback Debut"", ""link"": ""List of Characters/Minor#Imperial Territory Travels Arc""}, {""name"": ""Eleven"", ""type"": ""Flashback Debut"", ""link"": ""List of Characters/Minor#Named Characters""}, {""name"": ""Radaal's brother"", ""type"": ""Flashback Debut"", ""link"": ""List of Characters/Minor#Imperial Territory Travels Arc""}]"
125,Family,https://frieren.fandom.com/wiki/Chapter_125,18,,"[{""name"": ""Radaal""}, {""name"": ""Stark""}, {""name"": ""Fern""}, {""name"": ""Frieren""}, {""name"": ""Eleven"", ""type"": ""Flashback Debut"", ""link"": ""List of Characters/Minor#Named Characters""}, {""name"": ""Radaal's brother"", ""type"": ""Flashback Debut"", ""link"": ""List of Characters/Minor#Imperial Territory Travels Arc""}, {""name"": ""Radaal's wife"", ""link"": ""List of Characters/Minor#Imperial Territory Travels Arc""}]"
